price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod,
5698,1.07,63.6,59,6.46,6.42,4.09,Ideal,H,VS2,5,5,0.006308018
5699,1.2,63.2,59,6.73,6.68,4.24,Ideal,I,VS2,6,5,0.006295408
5702,1.02,61.9,55,6.46,6.49,4.01,Ideal,E,SI1,2,6,0.006067064
5702,1.06,61.1,56,6.59,6.61,4.03,Ideal,I,VS1,6,4,0.00603829
5702,1.05,62.1,58,6.49,6.52,4.04,Ideal,D,SI2,1,7,0.006142082
5702,1.01,62,55,6.39,6.45,3.98,Ideal,D,SI1,1,6,0.006157122
5703,1.22,61.1,57,6.9,5.92,4.22,Ideal,H,SI2,5,7,0.007077446
5703,1.22,61.7,56,6.83,6.91,4.24,Ideal,H,SI2,5,7,0.006096706
5704,1.07,61.5,56,6.61,6.58,4.06,Ideal,E,SI2,2,7,0.006059411
5704,1.05,60.8,56,6.62,6.58,4.01,Ideal,H,SI1,5,6,0.006011198
5706,1.25,61.2,57,6.89,6.93,4.23,Ideal,H,SI2,5,7,0.006188953
5707,1.21,62.5,57,6.79,6.74,4.23,Ideal,J,VS2,7,5,0.006250508
605,0.26,62.8,54,4.07,4.09,2.56,Ideal,G,VVS1,4,2,0.006101206
605,0.26,62.4,56,4.11,4.14,2.57,Ideal,G,VVS1,4,2,0.005945632
605,0.38,62.2,55.7,4.63,4.65,2.89,Ideal,J,VS1,7,4,0.006107336
605,0.41,61.3,56,4.78,4.81,2.94,Ideal,G,SI2,4,7,0.006065457
605,0.26,62.2,55,4.09,4.13,2.55,Ideal,G,IF,4,1,0.006036147
605,0.26,62.5,57,4.06,4.1,2.55,Ideal,G,IF,4,1,0.006125242
605,0.32,62.1,57,4.42,4.37,2.73,Ideal,I,VS1,6,4,0.006068532
605,0.32,62.3,56,4.4,4.37,2.73,Ideal,I,VS1,6,4,0.006096116
605,0.3,61.1,56,4.31,4.33,2.64,Ideal,F,VS2,3,5,0.006089087
605,0.3,60.4,56,4.34,4.37,2.63,Ideal,F,VS2,3,5,0.006014428
605,0.3,62.6,55,4.25,4.28,2.67,Ideal,H,VVS2,5,3,0.006176996
605,0.3,61.8,57,4.31,4.33,2.67,Ideal,F,VS2,3,5,0.00602067
605,0.3,61.2,57,4.31,4.32,2.64,Ideal,H,VVS2,5,3,0.006103182
605,0.3,62.5,55,4.27,4.31,2.68,Ideal,F,VS2,3,5,0.006082489
605,0.3,62.6,57,4.27,4.29,2.68,Ideal,G,VS1,4,4,0.006110845
5710,1.03,62,53,6.5,6.47,4.02,Ideal,E,SI1,2,6,0.006092472
5712,1.2,61.6,57,6.84,6.79,4.2,Ideal,H,SI2,5,7,0.006151855
5712,1.2,61,57,6.9,6.84,4.19,Ideal,H,SI2,5,7,0.00606823
5714,1.24,61.3,56,6.9,6.93,4.24,Ideal,I,SI1,6,6,0.006116085
5714,1.22,59.6,56,7.05,7.02,4.19,Ideal,G,SI2,4,7,0.005883281
5715,1.23,62.8,57,6.74,6.86,4.27,Ideal,F,SI2,3,7,0.006230074
5717,1.19,60.2,57,6.84,6.87,4.13,Ideal,E,SI2,2,7,0.006131745
5717,0.91,60.6,56,6.27,6.3,3.81,Ideal,D,SI1,1,6,0.006046559
5719,1.28,62.5,59,6.88,6.95,4.32,Ideal,I,SI2,6,7,0.006196593
5721,1.32,61.7,55,7.07,7.03,4.35,Ideal,I,SI2,6,7,0.006105341
5722,1.2,61.1,57,6.83,6.86,4.18,Ideal,G,SI2,4,7,0.006127173
5722,1.2,61,57,6.81,6.89,4.18,Ideal,J,VS1,7,4,0.006118411
5728,1.05,61.7,57,6.52,6.55,4.03,Ideal,H,VS2,5,5,0.00610092
5728,1.3,61.5,55,7.03,7.06,4.33,Ideal,J,SI1,7,6,0.006049165
5728,0.99,62.8,57,6.3,6.38,3.98,Ideal,F,SI1,3,6,0.006188578
5728,1,62.2,53.9,6.4,6.5,4,Ideal,E,SI1,2,6,0.006009615
5728,1,62.8,54.2,6.32,6.4,4.01,Ideal,E,SI1,2,6,0.006165362
5732,1.09,61.5,54,6.64,6.65,4.09,Ideal,H,VS2,5,5,0.006035503
5736,1.2,62.3,57,6.74,6.8,4.22,Ideal,I,VS2,6,5,0.006204403
5743,1.17,62.6,55,6.74,6.78,4.23,Ideal,G,SI2,4,7,0.006052794
5745,1.08,61.9,54,6.61,6.64,4.1,Ideal,H,VS2,5,5,0.006001646
5748,1.34,62,57,7.04,7.12,4.39,Ideal,J,VS1,7,4,0.006089584
5748,1.06,61.6,57,6.53,6.58,4.04,Ideal,I,VS2,6,5,0.006106402
5748,1.07,61.5,57,6.57,6.59,4.05,Ideal,I,SI1,6,6,0.006102081
5751,1.01,59.8,60,6.56,6.48,3.9,Ideal,E,SI1,2,6,0.006092253
5751,1.17,62.1,54,6.83,6.77,4.22,Ideal,H,SI1,5,6,0.005996033
5752,0.81,62.5,54,5.95,5.98,3.73,Ideal,E,VVS1,2,2,0.006103206
5755,1,62.7,56,6.39,6.43,4.02,Ideal,D,SI1,1,6,0.006054275
5756,1.08,60.6,59,6.61,6.65,4.02,Ideal,H,SI1,5,6,0.006111877
5758,0.92,62.5,55,6.25,6.3,3.92,Ideal,H,IF,5,1,0.005960479
5758,1.06,62.1,57,6.53,6.51,4.05,Ideal,F,SI1,3,6,0.006156823
5759,1.13,61.8,55,6.71,6.75,4.16,Ideal,G,SI1,4,6,0.005997342
5761,1.22,59.5,57,6.91,6.97,4.13,Ideal,I,VS2,6,5,0.006133367
5761,1.27,61.8,57,6.96,6.89,4.28,Ideal,F,SI1,3,6,0.006187732
5761,1.35,62.9,56,7.05,7.03,4.43,Ideal,F,SI2,3,7,0.006148733
5763,1.23,61.7,57,6.87,6.8,4.22,Ideal,J,VS2,7,5,0.006239173
5763,1.2,60.3,56,6.87,6.97,4.17,Ideal,I,SI1,6,6,0.00600974
5763,1.14,62.2,54,6.69,6.74,4.18,Ideal,H,SI1,5,6,0.006048429
5765,1.2,59.3,57,6.95,7.04,4.15,Ideal,I,VS1,6,4,0.005909839
5765,1.38,61,56,7.22,7.26,4.42,Ideal,J,SI2,7,7,0.005956388
5766,1.2,61.7,56,6.84,6.77,4.2,Ideal,G,VS1,4,4,0.006170029
5766,1.56,62.1,55,7.45,7.41,4.62,Ideal,J,SI2,7,7,0.006116573
5767,1.07,61.8,55,6.54,6.59,4.06,Ideal,D,SI1,1,6,0.006114974
5767,0.96,61.2,56,6.34,6.38,3.89,Ideal,F,VS1,3,4,0.00610115
5767,1.02,62.1,54,6.47,6.51,4.03,Ideal,I,VVS2,6,3,0.006009106
5768,1.23,63,55,6.78,6.72,4.27,Ideal,H,SI1,5,6,0.006322346
5768,1.09,62,56,6.61,6.56,4.08,Ideal,F,SI1,3,6,0.006161139
5771,1.29,62.1,59,6.92,6.96,4.31,Ideal,J,VS2,7,5,0.00621437
5773,1.02,62.3,56,6.41,6.44,4,Ideal,F,SI1,3,6,0.006177266
5773,1.22,62.7,55,6.82,6.73,4.25,Ideal,H,VS1,5,4,0.006254196
5775,1,60.6,56,6.5,6.54,3.95,Ideal,D,SI1,1,6,0.005955412
5775,1,60.5,57,6.48,6.52,3.93,Ideal,D,SI1,1,6,0.006022611
5777,1.01,62.6,57,6.37,6.4,4,Ideal,H,VS1,5,4,0.006193583
5778,1.34,61.3,55,7.16,7.12,4.38,Ideal,I,SI2,6,7,0.006001194
5779,0.92,62.3,56,6.2,6.23,3.87,Ideal,D,SI1,1,6,0.006154562
5779,1.29,62,57,6.98,6.92,4.31,Ideal,J,VS1,7,4,0.006196564
5791,1.08,61.9,57,6.58,6.64,4.09,Ideal,H,VS1,5,4,0.00604375
5792,1.26,61.5,57,6.94,6.89,4.25,Ideal,G,VS2,4,5,0.00620016
5793,1.16,62.1,54,6.74,6.79,4.2,Ideal,D,SI2,1,7,0.006035024
5795,0.91,62.1,57,6.17,6.2,3.84,Ideal,G,VS1,4,4,0.006194886
5795,1.28,62.8,57,6.93,6.87,4.33,Ideal,J,VS2,7,5,0.006209149
5795,1.04,60.9,56,6.61,6.56,4.01,Ideal,F,SI1,3,6,0.005981136
5796,1.38,61.8,57,7.14,7.1,4.4,Ideal,I,SI2,6,7,0.006186854
5797,1.24,62,56,6.87,6.9,4.27,Ideal,H,SI2,5,7,0.006126155
5797,1.24,62.1,56,6.84,6.88,4.26,Ideal,I,SI1,6,6,0.006185397
5798,1,62.4,57,6.37,6.42,3.99,Ideal,F,SI2,3,7,0.006128478
5798,1.06,61.6,56,6.55,6.59,4.05,Ideal,E,SI1,2,6,0.00606351
5804,1.03,61.2,55,6.51,6.57,4,Ideal,D,SI1,1,6,0.006020477
5804,1.03,61.6,55,6.49,6.53,4.01,Ideal,D,SI1,1,6,0.00606087
5804,1.03,61,57,6.48,6.53,3.97,Ideal,D,SI1,1,6,0.006131384
5804,1,61.9,57,6.39,6.41,3.96,Ideal,D,SI1,1,6,0.006165182
5805,1.16,62,56,6.73,6.76,4.18,Ideal,D,SI1,1,6,0.006099861
5805,1.04,60.7,56,6.56,6.61,4,Ideal,H,VS2,5,5,0.005996089
5805,0.92,61.2,56,6.25,6.3,3.84,Ideal,F,VS2,3,5,0.006084656
5806,1.02,61.9,55,6.49,6.46,4.01,Ideal,E,SI1,2,6,0.006067064
5807,1.22,60.2,58,6.96,6.9,4.17,Ideal,I,SI1,6,6,0.006092078
5807,1.22,60.2,57,6.99,6.93,4.19,Ideal,I,SI1,6,6,0.006010843
5807,1.22,61.1,57,6.9,5.92,4.22,Ideal,H,SI2,5,7,0.007077446
5807,1.22,61.7,56,6.91,6.83,4.24,Ideal,H,SI2,5,7,0.006096706
5807,1.22,62.6,57,6.8,6.77,4.25,Ideal,I,SI1,6,6,0.006235529
5808,1.32,62.5,57,7,7.04,4.39,Ideal,J,VS1,7,4,0.006101529
5810,1.25,61.2,57,6.93,6.89,4.23,Ideal,H,SI2,5,7,0.006188953
5812,1.01,61.4,59,6.4,6.44,3.94,Ideal,D,SI1,1,6,0.006219555
5813,1.13,61.6,54,6.72,6.74,4.15,Ideal,I,VS1,6,4,0.006011754
5814,1.21,62,54.5,6.81,6.87,4.25,Ideal,H,SI2,5,7,0.006085448
5816,1.02,62.6,57,6.41,6.43,4.02,Ideal,G,VS2,4,5,0.006156092
5816,1.02,62,57,6.38,6.46,3.98,Ideal,G,VS2,4,5,0.006218189
5816,1.09,62,56,6.56,6.61,4.08,Ideal,F,SI1,3,6,0.006161139
5816,1.09,62,56,6.59,6.61,4.09,Ideal,F,SI1,3,6,0.006118096
605,0.3,61.3,57,4.31,4.33,2.65,Ideal,H,VVS2,5,3,0.006066109
605,0.3,62.7,57,4.27,4.31,2.69,Ideal,F,VS2,3,5,0.006059877
605,0.3,61.5,56,4.33,4.35,2.67,Ideal,H,VVS2,5,3,0.005965308
605,0.3,61.8,54,4.29,4.32,2.66,Ideal,G,VS1,4,4,0.006085532
605,0.3,62.2,57,4.26,4.29,2.66,Ideal,H,VVS2,5,3,0.006171244
605,0.3,61.7,54,4.31,4.34,2.67,Ideal,H,VVS2,5,3,0.006006798
605,0.3,61.8,56,4.3,4.31,2.66,Ideal,F,VS2,3,5,0.006085467
605,0.3,61.5,57,4.31,4.34,2.66,Ideal,H,VVS2,5,3,0.006029379
5818,1.12,60.9,57,6.7,6.73,4.09,Ideal,H,SI1,5,6,0.006073022
5820,1.07,62,57,6.55,6.58,4.07,Ideal,H,VS2,5,5,0.006099892
5820,1.23,61.8,55,6.87,6.91,4.26,Ideal,I,SI2,6,7,0.0060822
5820,1.31,61,59,7.05,7.01,4.29,Ideal,I,SI2,6,7,0.006178839
5822,1.2,61.7,55,6.86,6.82,4.22,Ideal,H,SI1,5,6,0.006077995
5822,1.19,60.2,57,6.87,6.84,4.13,Ideal,E,SI2,2,7,0.006131745
5824,1,62.3,56,6.38,6.36,3.97,Ideal,G,VS2,4,5,0.006207714
5826,1.2,61.1,57,6.86,6.83,4.18,Ideal,G,SI2,4,7,0.006127173
5828,0.9,60.8,57,6.22,6.24,3.79,Ideal,F,VS2,3,5,0.006118266
5828,1.01,59.1,59,6.58,6.61,3.9,Ideal,H,SI2,5,7,0.005954282
5829,1.13,61.8,56,6.68,6.74,4.15,Ideal,D,SI1,1,6,0.006047752
5831,1.14,61.6,56,6.68,6.72,4.13,Ideal,H,VS2,5,5,0.006149065
5831,1.37,63,57,7.11,7.05,4.46,Ideal,J,VS2,7,5,0.006128116
5832,1.01,62,57,6.37,6.44,3.97,Ideal,D,SI1,1,6,0.006201626
5833,1.2,63,56,6.74,6.65,4.22,Ideal,H,VS2,5,5,0.006344352
5833,1.05,61.7,57,6.55,6.52,4.03,Ideal,H,VS2,5,5,0.00610092
5834,1.06,61.9,57,6.57,6.54,4.06,Ideal,F,SI1,3,6,0.006076265
5836,1.03,60.7,58,6.51,6.53,3.96,Ideal,D,SI2,1,7,0.006118541
5837,1.17,62.2,56,6.71,6.73,4.18,Ideal,F,SI1,3,6,0.006198291
5837,1.03,60.3,55,6.62,6.57,3.98,Ideal,E,SI1,2,6,0.005950189
5838,1.12,61.8,56,6.67,6.69,4.13,Ideal,H,SI1,5,6,0.006077375
5839,1.08,62.1,56,6.59,6.56,4.08,Ideal,H,VS2,5,5,0.006123142
5840,1.02,62.2,54.7,6.44,6.47,4.01,Ideal,E,SI1,2,6,0.006104719
5841,0.74,61.4,56,5.82,5.87,3.58,Ideal,D,VVS2,1,3,0.006050449
5842,1.17,62.7,57,6.7,6.72,4.21,Ideal,D,SI2,1,7,0.00617248
5842,1.05,61.3,54,6.58,6.61,4.04,Ideal,F,SI1,3,6,0.005975587
5844,1,62,55,6.43,6.48,4,Ideal,F,VS2,3,5,0.006000038
5850,1.08,61.9,54,6.64,6.61,4.1,Ideal,H,VS2,5,5,0.006001646
5852,1.33,61.3,57,7.08,7.11,4.35,Ideal,J,VS1,7,4,0.006073787
5852,1.16,60,60,6.87,6.84,4.11,Ideal,H,SI1,5,6,0.006006249
5854,1.11,61.6,56,6.69,6.73,4.07,Ideal,H,SI1,5,6,0.006057416
5855,1.01,62.5,56,6.38,6.41,4,Ideal,I,VS2,6,5,0.006174228
5855,1.23,62,57,6.91,6.87,4.27,Ideal,I,SI1,6,6,0.006067956
5857,1.33,62.4,54,7.04,7.07,4.4,Ideal,J,SI1,7,6,0.00607305
5861,1.14,60.4,57,6.78,6.83,4.11,Ideal,H,SI1,5,6,0.005989804
5862,1.35,61.4,57,7.1,7.13,4.37,Ideal,J,VS2,7,5,0.006102453
5863,1.12,62.8,55,6.66,6.61,4.17,Ideal,H,SI1,5,6,0.006101074
5863,1.14,61.7,53,6.75,6.77,4.17,Ideal,I,VS1,6,4,0.005982412
5864,1.1,62.3,55,6.64,6.6,4.12,Ideal,I,VS1,6,4,0.00609233
5866,1.24,61.6,57,6.89,6.93,4.26,Ideal,J,VS1,7,4,0.006096206
5866,1.24,61.8,58,6.85,6.9,4.25,Ideal,I,SI2,6,7,0.006172955
5867,1.08,60,58,6.69,6.66,4.01,Ideal,H,SI1,5,6,0.00604476
5868,1.1,62.2,56.6,6.56,6.6,4.09,Ideal,G,SI1,4,6,0.006211859
5872,1.07,61.8,55,6.59,6.54,4.06,Ideal,D,SI1,1,6,0.006114974
5877,1.06,58.8,57,6.71,6.66,3.93,Ideal,E,SI1,2,6,0.006035546
5879,0.93,62.2,58,6.25,6.22,3.88,Ideal,G,IF,4,1,0.006165678
5879,0.95,61.5,57,6.3,6.28,3.87,Ideal,E,VS1,2,4,0.006204581
5880,1.25,62.8,55,6.87,6.82,4.3,Ideal,H,SI2,5,7,0.006204409
5880,1.2,61.5,57,6.8,6.75,4.17,Ideal,I,VS2,6,5,0.006269494
5880,1,60.6,56,6.54,6.5,3.95,Ideal,D,SI1,1,6,0.005955412
5880,1,62.2,56,6.38,6.35,3.96,Ideal,D,SI1,1,6,0.006233191
5880,1,61.6,55,6.45,6.43,3.97,Ideal,E,SI1,2,6,0.006073497
5880,1,60.5,57,6.52,6.48,3.93,Ideal,D,SI1,1,6,0.006022611
5882,1.01,62.6,57,6.4,6.37,4,Ideal,H,VS1,5,4,0.006193583
5882,1.21,62.2,55,6.84,6.79,4.24,Ideal,H,VS2,5,5,0.0061446
5882,1.21,62.8,55,6.79,6.74,4.25,Ideal,H,VS2,5,5,0.006221094
5882,1.04,61.3,56,6.55,6.5,4,Ideal,F,SI1,3,6,0.00610687
5884,1.2,62.5,56,6.66,6.74,4.19,Ideal,I,VS2,6,5,0.006380182
5885,1.27,61.4,59,6.95,6.97,4.27,Ideal,J,VS1,7,4,0.006139857
5885,1.13,62,57,6.7,6.66,4.14,Ideal,H,VS2,5,5,0.006116867
5886,0.92,62.1,54,6.26,6.23,3.88,Ideal,H,VVS1,5,2,0.006079862
5887,1,62.3,56,6.37,6.41,3.98,Ideal,G,VS2,4,5,0.006153461
5887,1,62.3,56,6.43,6.32,3.97,Ideal,G,VS2,4,5,0.006198426
5888,1.28,61.4,57,6.96,6.99,4.28,Ideal,G,SI2,4,7,0.006147235
5888,1.1,61.3,56,6.64,6.67,4.08,Ideal,H,VS2,5,5,0.006087495
5889,1.06,62.5,57,6.49,6.47,4.05,Ideal,H,VS2,5,5,0.006233068
5889,1.24,61.7,57,6.95,6.88,4.27,Ideal,F,SI2,3,7,0.006073242
5889,1.23,63,56,6.83,6.79,4.29,Ideal,H,SI1,5,6,0.006182403
5891,1.15,61.7,57,6.72,6.76,4.16,Ideal,D,SI2,1,7,0.006085392
5892,1.17,61.5,57,6.74,6.79,4.16,Ideal,I,VS1,6,4,0.00614558
5894,1.23,62.3,58,6.8,6.84,4.25,Ideal,F,SI2,3,7,0.006222303
5897,0.9,63,57,6.14,6.09,3.85,Ideal,D,VS2,1,5,0.006251671
5898,1.16,62.1,54,6.79,6.74,4.2,Ideal,D,SI2,1,7,0.006035024
5902,1.21,62,57,6.79,6.75,4.19,Ideal,H,VS1,5,4,0.006300831
5902,1.24,62,56,6.9,6.87,4.27,Ideal,H,SI2,5,7,0.006126155
5902,1.24,62.1,56,6.88,6.84,4.26,Ideal,I,SI1,6,6,0.006185397
5904,1.09,61.8,57,6.55,6.59,4.06,Ideal,I,VS2,6,5,0.006219762
5907,0.9,60.4,57,6.27,6.29,3.79,Ideal,H,VS1,5,4,0.006021229
5908,1.16,61.8,55,6.75,6.78,4.18,Ideal,G,SI1,4,6,0.006063847
5911,1.13,61.9,60,6.63,6.65,4.11,Ideal,H,SI1,5,6,0.006235933
5911,1.16,62,56,6.76,6.73,4.18,Ideal,D,SI1,1,6,0.006099861
5914,1.05,61.7,56,6.53,6.59,4.05,Ideal,D,SI1,1,6,0.006024704
5914,1.05,62.8,57,6.46,6.48,4.06,Ideal,D,SI1,1,6,0.006178111
5914,1,61.3,56,6.44,6.41,3.94,Ideal,F,VVS2,3,3,0.006148368
5914,1.2,62.1,57,6.78,6.71,4.19,Ideal,I,VS2,6,5,0.006295279
5915,1.02,62.6,58,6.43,6.39,4.01,Ideal,G,VS2,4,5,0.00619076
5922,1.02,62.6,57,6.43,6.41,4.02,Ideal,G,VS2,4,5,0.006156092
5922,1.09,62,56,6.61,6.59,4.09,Ideal,F,SI1,3,6,0.006118096
5922,1.09,62,56,6.61,6.56,4.08,Ideal,F,SI1,3,6,0.006161139
5925,1.27,62.9,54,6.87,6.9,4.33,Ideal,J,VS2,7,5,0.006187426
5926,1.29,62.1,57,6.95,6.93,4.31,Ideal,H,SI2,5,7,0.006214331
5929,1,62.1,57,6.34,6.38,3.95,Ideal,F,VS2,3,5,0.006258827
5929,1,59.9,56,6.51,6.54,3.91,Ideal,D,SI1,1,6,0.006007095
605,0.3,62.3,57,4.3,4.33,2.69,Ideal,F,VS2,3,5,0.005989804
605,0.3,61.4,55,4.31,4.36,2.66,Ideal,G,VS1,4,4,0.006001722
605,0.3,61.5,57,4.31,4.34,2.66,Ideal,G,VS1,4,4,0.006029379
605,0.3,60.7,57,4.29,4.34,2.62,Ideal,F,VS2,3,5,0.006149969
605,0.3,61.8,55,4.31,4.33,2.67,Ideal,G,VS1,4,4,0.00602067
605,0.3,60.4,56,4.32,4.36,2.62,Ideal,H,VVS2,5,3,0.006079246
605,0.3,61.6,57,4.28,4.32,2.65,Ideal,F,VS2,3,5,0.006122769
605,0.3,61.3,55,4.3,4.32,2.64,Ideal,F,VS2,3,5,0.006117375
605,0.3,62.3,56,4.29,4.32,2.68,Ideal,G,VS1,4,4,0.006040118
605,0.3,60.7,56,4.32,4.34,2.63,Ideal,F,VS2,3,5,0.00608404
605,0.3,62.5,57,4.29,4.32,2.69,Ideal,G,VS1,4,4,0.006017664
605,0.3,62.2,55,4.28,4.31,2.67,Ideal,G,VS1,4,4,0.006091005
605,0.3,61.6,55,4.3,4.34,2.66,Ideal,H,VVS2,5,3,0.006043401
5930,1.15,61.3,56,6.74,6.76,4.14,Ideal,I,VS1,6,4,0.006096645
5932,1.05,61.8,53,6.56,6.57,4.06,Ideal,I,VVS2,6,3,0.006000591
5932,1.25,62.2,55.4,6.89,6.94,4.29,Ideal,H,SI2,5,7,0.006093601
5932,1.01,61.7,56,6.45,6.48,3.99,Ideal,F,SI1,3,6,0.006056389
5935,1.09,61.1,55,6.66,6.7,4.08,Ideal,E,SI1,2,6,0.005987111
5935,1,62.9,56,6.33,6.38,4,Ideal,E,SI1,2,6,0.006190356
5936,1.01,61.7,56,6.45,6.47,3.98,Ideal,H,VS2,5,5,0.00608099
5936,1.13,61.8,56,6.74,6.68,4.15,Ideal,D,SI1,1,6,0.006047752
5936,1.21,62,56,6.86,6.81,4.24,Ideal,H,SI1,5,6,0.006108693
5937,1.26,60.9,55,7,7.05,4.28,Ideal,G,SI2,4,7,0.005965401
5937,1.19,62.1,56,6.81,6.84,4.24,Ideal,F,SI1,3,6,0.006025289
5937,1.24,59.5,61,6.98,7.03,4.17,Ideal,H,SI2,5,7,0.006060032
5937,1.14,61.6,56,6.72,6.68,4.13,Ideal,H,VS2,5,5,0.006149065
5937,1.14,61.7,57,6.73,6.68,4.14,Ideal,H,VS2,5,5,0.006125097
5938,1.23,62.3,57,6.85,6.89,4.28,Ideal,H,SI1,5,6,0.006089078
5938,1.11,61.4,58,6.63,6.66,4.08,Ideal,E,SI2,2,7,0.006161338
5938,1,61.7,55,6.44,6.49,3.99,Ideal,E,SI1,2,6,0.005996482
5939,1.01,62,57,6.44,6.37,3.97,Ideal,D,SI1,1,6,0.006201626
5939,1.01,60.8,56,6.54,6.48,3.96,Ideal,D,SI1,1,6,0.006018294
5944,1.17,62.2,56,6.73,6.71,4.18,Ideal,F,SI1,3,6,0.006198291
5946,1.06,62.7,54,6.52,6.55,4.1,Ideal,D,SI1,1,6,0.00605387
5946,1.01,62.4,56,6.42,6.39,4,Ideal,G,VS2,4,5,0.006154964
5947,0.99,61,55,6.46,6.52,3.96,Ideal,F,VS1,3,4,0.005935535
5948,1.21,62.4,56,6.85,6.8,4.26,Ideal,H,SI1,5,6,0.006097844
5949,1.17,62.7,57,6.72,6.7,4.21,Ideal,D,SI2,1,7,0.00617248
5951,1.23,60.6,57,6.98,6.94,4.22,Ideal,H,SI2,5,7,0.006016969
5952,1.04,61.7,57,6.55,6.51,4.03,Ideal,D,SI1,1,6,0.006052099
5960,1.22,62.5,57,6.83,6.9,4.29,Ideal,I,VS2,6,5,0.006034381
5962,1.11,60.6,56,6.76,6.78,4.1,Ideal,E,SI2,2,7,0.005906942
5962,1.3,62.2,57,7.01,6.98,4.35,Ideal,H,VS1,5,4,0.006107742
5964,1.2,62.5,55,6.77,6.84,4.25,Ideal,E,SI2,2,7,0.00609744
5967,1,62.6,57,6.47,6.4,4.03,Ideal,G,VS2,4,5,0.005992537
5969,1.35,61.4,57,7.13,7.1,4.37,Ideal,J,VS2,7,5,0.006102453
5969,1.38,62.6,56,7.05,7.16,4.45,Ideal,J,SI2,7,7,0.006143515
5973,1.21,61.2,57,6.86,6.93,4.22,Ideal,H,SI1,5,6,0.006031364
5973,1.01,62.2,57,6.41,6.35,3.97,Ideal,E,SI1,2,6,0.006250275
5974,1.03,62,56,6.47,6.5,4.02,Ideal,F,SI1,3,6,0.006092472
5975,1.25,61.1,57,6.91,6.94,4.23,Ideal,J,VVS2,7,3,0.006162148
5976,1.24,61.1,60,6.94,6.91,4.23,Ideal,I,SI1,6,6,0.006112851
5976,1.24,62.4,57,6.89,6.87,4.29,Ideal,I,SI1,6,6,0.006106445
5978,0.9,62.8,56,6.12,6.18,3.86,Ideal,G,VVS1,4,2,0.006164748
5980,1.25,62.1,56,6.81,6.84,4.24,Ideal,J,VVS2,7,3,0.006329085
5982,1.07,62.7,56,6.47,6.53,4.08,Ideal,F,SI1,3,6,0.006207349
5983,0.95,61.5,57,6.28,6.3,3.87,Ideal,E,VS1,2,4,0.006204581
5985,1.22,61.9,56,6.86,6.83,4.24,Ideal,H,SI1,5,6,0.006141142
5989,0.92,62,57,6.21,6.24,3.86,Ideal,G,VS2,4,5,0.006150697
5989,1.15,62.6,57,6.75,6.69,4.21,Ideal,H,VS2,5,5,0.006049032
5991,1.16,61.9,55,6.71,6.77,4.17,Ideal,E,SI2,2,7,0.006123655
5992,0.93,61.9,56,6.24,6.27,3.87,Ideal,E,SI1,2,6,0.006142142
5993,1.05,61.4,55,6.53,6.57,4.02,Ideal,H,VS2,5,5,0.006088141
5994,1.04,61.8,55,6.51,6.52,4.03,Ideal,H,VS2,5,5,0.006079946
5994,1.54,61.4,55,7.52,7.43,4.59,Ideal,I,SI2,6,7,0.006004839
5995,1.01,61.7,57,6.48,6.45,3.99,Ideal,G,VS2,4,5,0.006056389
5995,1.28,61.4,57,6.99,6.96,4.28,Ideal,G,SI2,4,7,0.006147235
5996,1.21,61.8,57,6.82,6.87,4.23,Ideal,F,SI2,3,7,0.006105256
5996,1.2,60.5,56,6.84,6.87,4.15,Ideal,G,SI1,4,6,0.006153473
5996,1.33,62.5,56,7.05,6.99,4.39,Ideal,J,SI1,7,6,0.006147816
5998,1.26,61,56,6.99,6.95,4.25,Ideal,H,SI2,5,7,0.006102666
5999,1.01,61.8,56,6.42,6.45,3.98,Ideal,G,VS2,4,5,0.00612835
6004,0.8,61.9,56,5.91,5.95,3.67,Ideal,D,VVS2,1,3,0.006198969
6005,1.23,58.8,60,7.01,7.08,4.14,Ideal,G,SI2,4,7,0.005986231
6006,1.2,61.3,56,6.85,6.88,4.21,Ideal,E,SI2,2,7,0.006048116
6010,1.34,62,57,7.12,7.04,4.39,Ideal,J,VS1,7,4,0.006089584
6012,1.04,62.5,57,6.45,6.54,4.06,Ideal,G,VS2,4,5,0.006072532
6012,1.22,61.7,57,6.85,6.82,4.22,Ideal,I,SI1,6,6,0.006188315
6013,1.17,62.2,53,6.78,6.81,4.23,Ideal,I,VS1,6,4,0.005990577
6013,1.18,61.4,55,6.84,6.78,4.18,Ideal,H,SI1,5,6,0.006087233
6015,1.23,61.2,57,6.93,6.88,4.23,Ideal,J,VS2,7,5,0.006098781
6017,1.21,62,56,6.83,6.81,4.23,Ideal,G,SI2,4,7,0.006150029
6018,0.9,62.3,57,6.16,6.19,3.85,Ideal,E,VS2,2,5,0.006130705
6019,1.01,60.8,59,6.52,6.5,3.96,Ideal,G,VS2,4,5,0.006018181
6019,1.01,62.5,57,6.43,6.4,4.01,Ideal,G,VS2,4,5,0.006120488
6024,1.01,59.7,57,6.49,6.44,3.86,Ideal,G,VS2,4,5,0.006260421
6025,1.21,62.6,53,6.87,6.8,4.28,Ideal,H,SI1,5,6,0.00605168
6025,1.21,62.5,57,6.77,6.7,4.21,Ideal,G,VS1,4,4,0.006336359
6027,1.01,63,57,6.42,6.35,4.02,Ideal,G,VS2,4,5,0.006162921
