price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod
4627,1.08,61.9,57,6.57,6.55,4.06,Ideal,G,SI2,4,7
4627,1.08,62.2,56,6.59,6.56,4.09,Ideal,G,SI2,4,7
4627,0.9,63.1,59,6.13,6.05,3.84,Very Good,F,VS2,3,5
4628,1,63.2,57,6.24,6.32,3.97,Very Good,D,SI2,1,7
4628,0.82,60.8,57,6.02,6.05,3.67,Ideal,D,VS2,1,5
4628,0.82,61.9,56,5.98,6.03,3.72,Ideal,D,VS2,1,5
4628,0.95,62.8,59,6.25,6.21,3.91,Premium,E,SI1,2,6
4629,1.04,60.3,57,6.55,6.58,3.96,Ideal,H,SI1,5,6
4629,0.94,60.1,59,6.32,6.35,3.81,Premium,H,VS2,5,5
4629,1.09,58.6,63,6.73,6.78,3.96,Very Good,F,SI2,3,7
4630,1,63,54,6.33,6.37,4,Very Good,E,SI2,2,7
4630,1.06,61.2,56,6.64,6.6,4.05,Ideal,I,SI1,6,6
4630,1.06,61.2,56,6.64,6.6,4.05,Ideal,I,SI1,6,6
4630,0.81,62.3,54,5.94,6.01,3.72,Ideal,F,VVS2,3,3
4630,1.04,62.6,57,6.48,6.45,4.05,Ideal,F,SI2,3,7
4630,1,63.1,63,6.38,6.29,4,Fair,G,VS1,4,4
4630,1.04,61.8,56,6.53,6.49,4.02,Ideal,F,SI2,3,7
4631,1.21,62.9,57,6.78,6.73,4.25,Ideal,G,SI2,4,7
4631,1.17,62.6,59,6.78,6.71,4.22,Premium,H,SI1,5,6
4632,0.56,60.8,58,5.35,5.31,3.24,Ideal,D,IF,1,1
4632,1.01,63.5,58,6.29,6.24,3.98,Very Good,F,SI1,3,6
4632,1.01,63,58,6.33,6.29,3.98,Premium,F,SI1,3,6
4632,1.01,57.4,57,6.52,6.48,3.73,Good,F,SI1,3,6
4633,1.02,63.4,59,6.37,6.41,4.05,Good,D,SI2,1,7
4633,1.02,63,55,6.4,6.45,4.05,Very Good,G,SI1,4,6
4633,1.02,60.8,58,6.46,6.5,3.94,Premium,G,SI1,4,6
4633,1.02,62.3,59,6.4,6.44,4,Premium,G,SI1,4,6
4633,1.02,61.5,56,6.47,6.51,3.99,Very Good,D,SI2,1,7
4633,1.02,59.2,57,6.52,6.56,3.87,Ideal,G,SI1,4,6
4633,1.02,61,59,6.44,6.48,3.94,Premium,G,SI1,4,6
4633,1.02,62,57,6.41,6.5,4,Very Good,G,SI1,4,6
4633,1.02,60.3,58,6.48,6.52,3.92,Very Good,D,SI2,1,7
4633,1,63.5,59,6.29,6.34,4.01,Good,J,VVS1,7,2
4633,1.08,62.1,55,6.54,6.57,4.07,Ideal,J,SI1,7,6
4634,1.06,62.6,60,6.54,6.44,4.06,Very Good,F,SI2,3,7
4634,1.01,65.5,57,6.12,6.22,4.04,Fair,F,SI1,3,6
4634,1.33,61.3,59,7.06,6.93,4.29,Premium,G,SI2,4,7
4635,0.93,62.4,55,6.2,6.24,3.88,Ideal,H,SI1,5,6
4636,1.2,61.4,55,6.85,6.92,4.23,Very Good,J,SI2,7,7
4636,1.28,62.3,58,6.94,6.89,4.31,Premium,J,SI2,7,7
4637,1.2,64.3,56,6.65,6.57,4.25,Good,J,VS2,7,5
4637,0.9,63.4,57,6.19,6.08,3.89,Very Good,F,VS2,3,5
4637,0.9,61.7,57,6.21,6.11,3.8,Premium,G,VS2,4,5
4637,1.2,63.3,56,6.75,6.72,4.26,Very Good,H,SI1,5,6
4637,0.9,59.9,61,6.29,6.19,3.74,Very Good,H,VVS2,5,3
4637,1,63.6,61,6.21,6.25,3.96,Good,H,VS2,5,5
4637,0.92,62.5,58,6.25,6.16,3.88,Premium,H,VVS2,5,3
4637,0.91,62.7,59,6.16,6.13,3.85,Premium,D,VS2,1,5
4637,1.15,62.2,56,6.77,6.67,4.18,Premium,I,SI1,6,6
4637,1.21,63.4,60,6.68,6.63,4.22,Very Good,G,SI1,4,6
4637,1.21,64.5,56,6.69,6.62,4.29,Fair,G,SI1,4,6
4637,0.92,61.7,57,6.32,6.2,3.86,Premium,E,SI1,2,6
4638,1.01,61.9,59,6.38,6.42,3.96,Ideal,I,SI1,6,6
4638,1.01,60.3,60,6.49,6.47,3.91,Premium,H,SI2,5,7
4639,0.92,60.8,58,6.27,6.32,3.83,Ideal,H,VS2,5,5
4639,0.97,62,60,6.29,6.25,3.89,Premium,D,SI1,1,6
4639,1.09,62.5,58,6.61,6.55,4.11,Premium,H,SI2,5,7
4639,1.09,63.2,59,6.54,6.5,4.12,Very Good,I,SI1,6,6
4639,1.17,57.8,62,6.97,6.91,4.01,Good,D,SI2,1,7
4639,1.18,61.7,58,6.79,6.75,4.18,Premium,I,SI2,6,7
4640,1.1,61.2,61,6.61,6.66,4.01,Very Good,I,SI1,6,6
4640,1.1,62.4,58,6.57,6.6,4.11,Premium,D,SI2,1,7
4640,1.09,61.4,58,6.61,6.69,4.08,Very Good,I,SI1,6,6
4641,1,63.3,55,6.39,6.34,4.03,Very Good,I,VS1,6,4
4641,1.01,60.3,58,6.5,6.56,3.94,Ideal,I,SI1,6,6
4641,1.01,62.8,58,6.36,6.29,3.97,Good,G,SI1,4,6
4641,1.12,59.7,60,6.77,6.72,4.03,Premium,H,SI2,5,7
4641,1.12,62,57,6.68,6.61,4.12,Premium,H,SI2,5,7
4641,1.12,61.2,59,6.69,6.65,4.08,Premium,H,SI1,5,6
4641,1.12,62,56,6.73,6.65,4.15,Premium,I,SI1,6,6
4642,1.01,62.5,59,6.44,6.33,3.99,Premium,H,SI1,5,6
4642,0.91,62,57,6.15,6.23,3.84,Ideal,F,SI2,3,7
4642,0.91,61.7,56,6.21,6.24,3.84,Ideal,F,SI2,3,7
4642,0.91,62,56,6.2,6.22,3.85,Ideal,F,SI2,3,7
4642,1.01,62.8,58,6.38,6.36,4,Premium,H,SI1,5,6
4642,1.01,63.4,58,6.38,6.34,4.03,Very Good,H,SI1,5,6
4642,1.01,61.2,58,6.47,6.43,3.95,Premium,H,SI1,5,6
4642,1.01,63,60,6.36,6.33,4,Premium,H,SI1,5,6
4642,1.01,60.3,64,6.53,6.5,3.93,Good,H,SI1,5,6
4642,1.01,63.3,58,6.4,6.37,4.04,Very Good,H,SI1,5,6
4642,1.01,62.4,53,6.47,6.42,4.02,Ideal,H,SI1,5,6
4642,1.01,61.8,60,6.48,6.43,3.99,Premium,H,SI1,5,6
4643,0.9,63,57,6.07,6.15,3.85,Very Good,E,VS2,2,5
4643,1,62.5,56,6.38,6.42,4,Very Good,F,SI1,3,6
4643,1.06,62.4,54,6.51,6.57,4.08,Ideal,J,VS2,7,5
4643,1.35,62.5,57,7.04,7.01,4.39,Ideal,G,I1,4,8
4644,0.7,63.2,57,5.62,5.67,3.57,Very Good,E,VVS1,2,2
4644,1.07,61.8,59,6.57,6.53,4.05,Premium,F,SI2,3,7
4645,1.02,62,59,6.43,6.4,3.98,Ideal,E,SI2,2,7
4645,1.11,62.3,56,6.59,6.64,4.12,Ideal,I,SI1,6,6
4646,1,63.9,55,6.28,6.34,4.03,Good,E,SI1,2,6
4646,1.06,62.6,56,6.46,6.54,4.07,Ideal,I,SI1,6,6
4646,1.01,60.4,62,6.31,6.34,3.82,Fair,G,SI1,4,6
4647,1.13,61.5,59,6.73,6.69,4.13,Premium,G,SI2,4,7
4648,1,60.4,60,6.49,6.46,3.91,Premium,E,SI2,2,7
4648,1.52,69.7,55,6.92,6.89,4.81,Fair,H,I1,5,8
4648,1.52,65.4,62,7.1,7.02,4.62,Fair,H,I1,5,8
4648,1.04,62.5,57,6.5,6.46,4.05,Ideal,H,SI1,5,6
4649,1,58.5,61,6.51,6.55,3.82,Very Good,I,SI1,6,6
4649,1,62,56,6.38,6.43,3.97,Ideal,H,SI2,5,7
4649,1,62.5,56,6.38,6.41,4,Ideal,I,SI1,6,6
4649,1,61.5,57,6.39,6.43,3.94,Ideal,I,SI1,6,6
4649,1.23,61.9,54,6.89,6.86,4.26,Premium,J,SI1,7,6
4650,1.1,61.4,59,6.71,6.59,4.08,Premium,G,SI2,4,7
4652,1.14,62.9,59,6.62,6.64,4.17,Very Good,F,SI2,3,7
4652,1.06,60.5,60,6.61,6.67,4.02,Premium,E,SI2,2,7
4652,1.22,62.6,58,6.78,6.84,4.26,Very Good,J,SI2,7,7
4652,1.17,63.1,56,6.76,6.71,4.25,Very Good,H,SI1,5,6
4652,1,63.3,62,6.37,6.29,4.01,Very Good,H,VS2,5,5
589,0.36,62.2,59,4.53,4.57,2.83,Premium,E,SI1,2,6
589,0.32,62.3,55,4.38,4.42,2.74,Very Good,D,SI1,1,6
589,0.32,62,57,4.37,4.4,2.72,Ideal,D,SI1,1,6
589,0.32,61.9,55,4.39,4.4,2.72,Ideal,I,VVS1,6,2
589,0.32,63.3,57,4.36,4.39,2.77,Good,D,SI1,1,6
589,0.32,62.7,57,4.34,4.37,2.73,Very Good,D,SI1,1,6
589,0.32,61.4,58,4.38,4.42,2.7,Premium,D,SI1,1,6
589,0.32,60.9,60,4.39,4.41,2.68,Premium,D,SI1,1,6
589,0.32,62.4,55,4.34,4.38,2.72,Ideal,I,VVS1,6,2
589,0.4,63.5,56,4.69,4.7,2.98,Good,J,VS1,7,4
589,0.32,63,58,4.36,4.4,2.76,Very Good,D,SI1,1,6
589,0.32,62.7,54,4.35,4.39,2.74,Ideal,D,SI1,1,6
589,0.32,62.6,55,4.36,4.39,2.74,Ideal,D,SI1,1,6
589,0.32,60.8,57,4.41,4.44,2.69,Ideal,D,SI1,1,6
589,0.32,59.3,55,4.51,4.53,2.68,Ideal,D,SI1,1,6
589,0.32,59.6,57,4.42,4.47,2.65,Ideal,D,SI1,1,6
589,0.32,60.9,56,4.4,4.43,2.69,Ideal,D,SI1,1,6
589,0.32,60.1,61,4.4,4.45,2.66,Very Good,I,VVS1,6,2
589,0.34,64.3,53,4.44,4.48,2.87,Good,F,VS2,3,5
589,0.31,62,56,4.36,4.38,2.71,Ideal,E,VS2,2,5
590,0.34,62.3,57,4.45,4.48,2.78,Very Good,H,VS1,5,4
590,0.26,59.6,55,4.18,4.24,2.51,Very Good,F,SI1,3,6
590,0.35,61,55,4.6,4.63,2.81,Very Good,F,SI1,3,6
590,0.38,62.5,61,4.59,4.63,2.88,Very Good,E,SI2,2,7
590,0.35,62.4,54,4.51,4.53,2.82,Ideal,I,VVS2,6,3
590,0.3,62.2,57,4.26,4.29,2.66,Ideal,H,VVS2,5,3
590,0.3,62.4,56,4.28,4.31,2.68,Ideal,H,VVS2,5,3
590,0.3,62.1,54,4.32,4.35,2.69,Ideal,H,VVS2,5,3
590,0.3,61.5,55,4.34,4.37,2.68,Ideal,H,VVS2,5,3
590,0.3,62.7,53,4.29,4.32,2.7,Ideal,H,VVS2,5,3
4653,1.01,62.4,58,6.39,6.44,4,Very Good,G,SI1,4,6
4653,1.01,61.4,55,6.46,6.5,3.98,Ideal,G,SI1,4,6
4653,1.01,61.4,57,6.44,6.5,3.97,Ideal,G,SI1,4,6
4654,1.15,61.9,57,6.68,6.72,4.15,Very Good,H,SI2,5,7
4654,1.06,61.7,62,6.54,6.5,4.02,Premium,E,SI2,2,7
4654,1.12,61.6,58,6.69,6.63,4.1,Premium,F,SI2,3,7
4654,1.14,63,57,6.7,6.65,4.2,Premium,H,SI1,5,6
4654,1.12,60.5,59,6.79,6.73,4.09,Premium,F,SI2,3,7
4655,0.9,60,58,6.21,6.26,3.74,Good,F,VS2,3,5
4656,0.75,59.4,59,5.88,5.94,3.51,Very Good,D,VVS2,1,3
4656,1.26,62.5,53,6.86,6.9,4.3,Ideal,J,SI2,7,7
4656,1.08,60.8,59,6.57,6.62,4.01,Premium,E,SI2,2,7
4656,1.08,60.2,58,6.61,6.68,4,Very Good,E,SI2,2,7
4656,1.08,63.7,57,6.49,6.54,4.15,Good,E,SI2,2,7
4656,1,68.4,58,5.97,6.1,4.13,Fair,F,VS2,3,5
4656,1.06,62,59,6.57,6.52,4.06,Premium,F,SI2,3,7
4657,1.16,61.5,60.4,6.71,6.76,4.14,Very Good,I,SI1,6,6
4657,1.2,61.5,59,6.84,6.81,4.2,Premium,J,SI1,7,6
4657,0.9,62.4,58,6.15,6.12,3.83,Premium,H,VVS2,5,3
4657,1.32,63.5,57,6.98,6.95,4.42,Very Good,J,SI1,7,6
4657,1,65.8,58,6.23,6.15,4.07,Fair,F,SI1,3,6
4657,0.9,61.7,57,6.25,6.2,3.84,Ideal,F,SI1,3,6
4659,1.2,61.7,56,6.79,6.87,4.21,Ideal,J,SI2,7,7
4659,1.2,63.3,54.4,6.72,6.78,4.27,Good,J,SI2,7,7
4659,1.01,63.5,57,6.31,6.35,4.02,Very Good,H,SI1,5,6
4659,1.09,61.3,58,6.63,6.58,4.05,Premium,I,VS2,6,5
4659,1.04,58.5,62,6.67,6.64,3.89,Premium,H,SI1,5,6
4659,1.04,61.3,57,6.56,6.53,4.01,Ideal,I,SI1,6,6
4659,1.04,61.3,57,6.57,6.54,4.02,Ideal,I,SI1,6,6
4660,1.19,62.6,58,6.7,6.75,4.21,Premium,I,SI2,6,7
4660,1.27,60.4,58,7.04,7,4.24,Premium,J,SI2,7,7
4661,0.94,62.4,56,6.24,6.27,3.9,Very Good,E,SI1,2,6
4661,0.94,61.8,56,6.29,6.33,3.9,Very Good,E,SI1,2,6
4661,0.94,60,58,6.37,6.44,3.84,Premium,E,SI1,2,6
4661,0.94,62,58,6.24,6.27,3.88,Premium,E,SI1,2,6
4661,1.13,62.7,55,6.61,6.69,4.17,Very Good,H,SI2,5,7
4661,0.9,62.7,58,6.06,6.15,3.83,Premium,G,VS1,4,4
4661,1.23,60.9,58,6.93,6.96,4.23,Very Good,F,SI2,3,7
4661,1.15,63.7,56,6.63,6.66,4.23,Very Good,H,SI2,5,7
4661,1,62.5,58,6.35,6.44,4,Very Good,D,SI2,1,7
4661,0.9,61.3,58,6.16,6.21,3.79,Ideal,D,SI1,1,6
4662,1.11,61.5,59,6.67,6.63,4.09,Premium,H,SI2,5,7
4662,1.11,62.9,59,6.59,6.54,4.13,Premium,H,SI2,5,7
4662,1.02,59.5,59,6.54,6.5,3.88,Premium,I,VS2,6,5
4662,0.9,62.6,57,6.11,6.09,3.82,Very Good,H,VS2,5,5
4662,1.02,61.5,57,6.49,6.45,3.98,Ideal,I,VS2,6,5
4662,1.02,62.4,55,6.46,6.43,4.02,Ideal,F,SI2,3,7
4662,1.06,61,57,6.61,6.56,4.02,Ideal,G,SI2,4,7
4662,1.02,61.4,56,6.5,6.47,3.98,Ideal,F,SI2,3,7
4662,1.11,62.7,57,6.66,6.59,4.14,Ideal,H,SI2,5,7
4662,1.11,61.6,60,6.67,6.6,4.09,Premium,H,SI2,5,7
4662,1.11,62,54,6.64,6.61,4.11,Ideal,H,SI2,5,7
4662,1.11,61.3,55,6.73,6.65,4.1,Ideal,H,SI2,5,7
4663,0.91,60.6,57,6.25,6.27,3.79,Ideal,I,VVS2,6,3
4663,1.12,59.5,59,6.8,6.75,4.03,Premium,D,SI2,1,7
4663,0.91,62.3,60,6.21,6.15,3.85,Premium,D,SI1,1,6
4663,0.91,59,61,6.35,6.29,3.73,Premium,D,SI1,1,6
4664,0.9,62.1,59,6.17,6.19,3.84,Very Good,H,VVS1,5,2
4664,1,63.1,57,6.32,6.39,4.01,Ideal,I,VS1,6,4
4664,1.11,62.5,58,6.63,6.61,4.14,Premium,E,SI2,2,7
4665,0.91,62.9,58,6.14,6.17,3.87,Very Good,H,VVS2,5,3
4665,0.86,62.3,56,6.05,6.08,3.78,Very Good,E,VS2,2,5
4665,0.98,62.3,56,6.37,6.34,3.96,Ideal,G,SI1,4,6
4665,1.19,63.2,58,6.82,6.7,4.27,Very Good,I,SI1,6,6
4665,1,67.6,59,6.03,5.95,4.05,Fair,H,SI1,5,6
4666,1.01,62.3,60,6.33,6.41,3.97,Very Good,I,VS2,6,5
4666,1.01,59.5,59,6.54,6.58,3.9,Very Good,E,SI2,2,7
4666,1.01,62.2,54,6.39,6.43,3.99,Ideal,E,SI2,2,7
4666,1.01,62.4,58,6.39,6.47,4.01,Very Good,D,SI1,1,6
4666,1.01,61.2,54,6.49,6.52,3.98,Ideal,E,SI2,2,7
4666,1.01,61.5,58,6.4,6.43,3.95,Premium,E,SI2,2,7
4666,1.01,62.6,59,6.36,6.39,3.99,Premium,E,SI2,2,7
4666,1.01,61.5,56,6.45,6.47,3.97,Very Good,E,SI2,2,7
4666,1.01,61.1,57,6.48,6.52,3.97,Ideal,E,SI2,2,7
4666,1.01,63.7,58,6.32,6.36,4.04,Good,E,SI2,2,7
4666,1.24,61.6,57,6.89,6.87,4.24,Ideal,J,SI2,7,7
4666,1.24,60.5,62,6.97,6.89,4.19,Premium,E,SI2,2,7
4666,0.93,62.2,58,6.2,6.24,3.87,Ideal,G,SI1,4,6
4666,1.24,62.2,58,6.94,6.82,4.28,Premium,J,SI2,7,7
4667,1.05,62.2,54,6.52,6.56,4.07,Ideal,G,SI2,4,7
4668,1.04,62.1,57,6.46,6.48,4.02,Ideal,F,SI2,3,7
4668,0.9,62.6,55,6.12,6.19,3.85,Very Good,G,VVS2,4,3
4668,0.9,63,62,6.06,6.13,3.84,Very Good,D,VS2,1,5
4668,0.9,62.6,58,6.1,6.13,3.83,Good,G,VVS2,4,3
4668,1.03,62.1,59,6.43,6.46,4,Very Good,E,SI2,2,7
4668,0.91,63.2,56,6.08,6.14,3.86,Very Good,E,SI2,2,7
4668,1.01,61.6,58,6.45,6.5,3.99,Ideal,E,SI2,2,7
4668,1.16,61.7,56,6.76,6.7,4.15,Ideal,I,SI1,6,6
4669,1.01,63.3,56,6.35,6.39,4.03,Very Good,H,SI1,5,6
4669,1.21,63.7,64,6.73,6.63,4.25,Good,F,SI2,3,7
4669,1.21,61.6,61,6.86,6.8,4.21,Premium,I,VS2,6,5
4670,1.11,61.5,58,6.6,6.67,4.08,Premium,G,SI2,4,7
4670,0.91,61,59,6.25,6.18,3.79,Premium,H,VS1,5,4
4670,0.91,61.8,54,6.32,6.27,3.89,Premium,H,VS1,5,4
4670,0.91,59.4,63,6.32,6.28,3.74,Very Good,H,VS1,5,4
4670,1.09,61.2,57,6.68,6.63,4.07,Ideal,G,SI2,4,7
4670,1.09,62.1,56,6.66,6.59,4.12,Ideal,G,SI2,4,7
4671,1.03,59.3,58,6.57,6.61,3.91,Good,D,SI2,1,7
4672,1.01,58.8,59,6.58,6.55,3.86,Premium,D,SI2,1,7
4672,1.01,61.2,61,6.47,6.41,3.94,Premium,G,SI1,4,6
4672,1.01,60.7,59,6.35,6.4,3.87,Good,G,SI1,4,6
4672,1.01,61,62,6.49,6.4,3.93,Premium,G,SI1,4,6
4672,1.01,63.5,60,6.33,6.3,4.01,Very Good,G,SI1,4,6
4672,1.01,62.8,59,6.44,6.34,4.01,Premium,D,SI2,1,7
4672,1.01,63.4,58,6.33,6.28,4,Very Good,G,SI1,4,6
4672,1.01,63.9,57,6.37,6.3,4.05,Good,G,SI1,4,6
4672,1.01,62.9,61,6.4,6.36,4.01,Premium,G,SI1,4,6
4672,1.01,62.2,60,6.43,6.4,3.99,Premium,D,SI2,1,7
4672,1.01,63.6,57,6.37,6.33,4.04,Good,G,SI1,4,6
4672,1.01,62.5,60,6.39,6.34,3.98,Premium,G,SI1,4,6
4672,1.01,61.8,60,6.41,6.37,3.95,Premium,D,SI2,1,7
4672,1.01,62.9,54,6.47,6.41,4.05,Ideal,G,SI1,4,6
4672,1.01,60.3,57,6.56,6.51,3.94,Premium,D,SI2,1,7
4672,1.01,59.6,61,6.52,6.47,3.87,Premium,G,SI1,4,6
4672,1.01,63.9,57,6.36,6.29,4.04,Good,D,SI2,1,7
4672,1.01,60.9,62,6.45,6.43,3.92,Premium,D,SI2,1,7
4672,1.01,58.3,59,6.67,6.63,3.88,Premium,D,SI2,1,7
4673,1.12,63.1,56,6.62,6.59,4.17,Very Good,H,SI1,5,6
4673,0.91,62.5,56,6.19,6.22,3.88,Ideal,G,SI1,4,6
4674,1.1,60.5,61,6.61,6.67,4.02,Good,F,SI2,3,7
4675,1.21,61,60,6.88,6.83,4.18,Premium,J,VS1,7,4
4675,1.08,61.9,58,6.55,6.57,4.06,Ideal,G,SI2,4,7
4675,1.02,61.1,56,6.51,6.45,3.96,Ideal,E,SI1,2,6
4675,1.05,60.9,56,6.64,6.56,4.02,Ideal,F,SI2,3,7
4676,1.01,62.5,58,6.44,6.39,4.01,Premium,I,VS2,6,5
4676,0.92,62.9,56,6.18,6.22,3.9,Very Good,D,SI1,1,6
4676,1.22,61.2,57,6.86,6.9,4.21,Ideal,J,SI2,7,7
4676,0.91,62.2,60,6.21,6.13,3.84,Premium,E,VS2,2,5
4676,1,61.4,55,6.49,6.44,3.97,Ideal,H,SI1,5,6
4676,1.01,61.9,58,6.39,6.34,3.94,Premium,F,SI2,3,7
4677,0.9,62.8,58,6.13,6.09,3.84,Premium,E,SI1,2,6
4677,1.74,63.2,55,7.62,7.59,4.8,Very Good,H,I1,5,8
4678,1.07,62,57,6.49,6.6,4.06,Ideal,F,SI2,3,7
4678,1.07,61.5,57,6.57,6.6,4.05,Ideal,F,SI2,3,7
4678,0.9,61.9,57,6.17,6.23,3.84,Very Good,F,VS2,3,5
4678,0.9,62.7,56,6.17,6.2,3.88,Ideal,F,VS2,3,5
4678,0.9,61.7,56,6.18,6.21,3.82,Very Good,F,VS2,3,5
4678,1.02,63,58,6.4,6.36,4.02,Premium,F,SI1,3,6
4678,1.02,63.5,57,6.4,6.35,4.05,Very Good,F,SI1,3,6
4678,1.18,64.2,62,6.6,6.51,4.25,Good,G,SI1,4,6
4678,1.02,63.7,61,6.27,6.23,3.98,Good,F,SI1,3,6
4678,0.91,62.4,56,6.2,6.14,3.85,Ideal,H,VS2,5,5
4678,1.19,62,56,6.8,6.77,4.21,Ideal,J,SI1,7,6
4679,1.03,61.3,61,6.46,6.49,3.97,Very Good,D,SI2,1,7
4679,1.03,63.2,58,6.38,6.43,4.05,Good,G,SI1,4,6
4679,1.03,61.7,58,6.47,6.5,4,Premium,D,SI2,1,7
4679,1.03,62.8,56,6.43,6.46,4.05,Very Good,D,SI2,1,7
4679,1.03,61.2,57,6.51,6.59,4.01,Ideal,D,SI2,1,7
4679,1.03,62.4,57,6.47,6.52,4.05,Ideal,G,SI1,4,6
4679,1.03,61.8,56,6.46,6.51,4.01,Ideal,D,SI2,1,7
4679,0.7,60.3,59,5.72,5.76,3.46,Very Good,E,IF,2,1
4679,1.05,62.1,54,6.54,6.55,4.06,Ideal,I,SI1,6,6
4679,1,60.1,65,6.4,6.44,3.86,Good,F,SI1,3,6
4679,1,56.5,60,6.62,6.66,3.75,Fair,F,SI1,3,6
4679,1.28,63.6,57,6.78,6.73,4.29,Good,G,SI2,4,7
4680,1.01,59.8,61,6.54,6.51,3.9,Very Good,H,SI1,5,6
4680,1.01,61.4,60,6.48,6.45,3.97,Ideal,H,SI1,5,6
4681,0.9,62.6,58,6.08,6.13,3.82,Very Good,F,VS2,3,5
4681,1.01,62.1,58,6.37,6.39,3.96,Very Good,I,SI1,6,6
4682,1.04,59.7,60,6.55,6.58,3.92,Very Good,H,SI1,5,6
4682,0.95,62.9,59,6.24,6.13,3.89,Premium,F,SI1,3,6
4682,0.9,65.8,58,5.99,6.01,3.95,Good,D,VS2,1,5
4682,1.09,62.2,59,6.49,6.46,4.03,Premium,D,SI2,1,7
4682,1.09,63.8,60,6.57,6.49,4.16,Good,D,SI2,1,7
4682,1.06,61.2,57,6.59,6.51,4.01,Ideal,D,SI2,1,7
4682,1.1,63.5,55,6.55,6.49,4.14,Very Good,H,SI1,5,6
4682,0.95,62.3,60,6.3,6.26,3.91,Premium,F,SI1,3,6
4682,1.05,62.2,58,6.5,6.46,4.03,Premium,H,SI1,5,6
4683,1.03,61.6,55,6.46,6.49,3.99,Ideal,F,SI2,3,7
4684,1.02,61.6,56,6.52,6.49,4.01,Ideal,F,SI2,3,7
4685,0.9,63.6,55,6.15,6.11,3.9,Very Good,H,VS1,5,4
4685,0.9,62.8,59,6.07,6.15,3.84,Very Good,H,VS1,5,4
4685,1.08,62.8,56,6.48,6.6,4.11,Very Good,G,SI2,4,7
4685,1,59.6,62,6.45,6.51,3.86,Very Good,E,SI2,2,7
4685,1.01,59.9,61,6.49,6.53,3.9,Ideal,I,VS2,6,5
4685,1.02,61.3,57,6.47,6.49,3.97,Ideal,I,SI1,6,6
4685,0.9,58.2,59,6.36,6.33,3.69,Good,H,VS2,5,5
4685,1.01,58.7,63,6.52,6.6,3.85,Good,E,SI2,2,7
4685,1.2,58.7,59,6.99,6.94,4.09,Premium,J,SI2,7,7
4686,1.21,62.3,59,6.82,6.77,4.23,Premium,I,SI2,6,7
4686,1.07,61.7,58,6.58,6.55,4.05,Ideal,J,VS2,7,5
4686,1.07,61.6,56,6.59,6.55,4.04,Ideal,J,VS2,7,5
4687,1.24,61.8,58,6.9,6.86,4.25,Premium,J,SI1,7,6
4687,0.9,62.6,59,6.14,6.06,3.82,Premium,E,VS2,2,5
4687,0.9,59,58,6.33,6.29,3.72,Premium,F,VS1,3,4
4687,1.11,62.3,57,6.67,6.62,4.14,Premium,H,VS1,5,4
4688,1.05,62.6,56,6.49,6.45,4.05,Very Good,I,SI1,6,6
4688,1,56.9,63,6.45,6.52,3.69,Fair,F,SI1,3,6
4688,1.02,63.5,58,6.39,6.36,4.05,Very Good,H,SI1,5,6
4688,1.02,62.6,59,6.43,6.38,4.01,Premium,H,SI1,5,6
4688,1.01,62.9,59,6.37,6.31,3.99,Premium,E,SI2,2,7
4688,1.14,61.1,59,6.77,6.72,4.12,Premium,G,SI2,4,7
4688,1.02,63.2,57,6.44,6.38,4.05,Very Good,H,SI1,5,6
4688,1.15,62.3,58,6.73,6.67,4.18,Premium,E,SI2,2,7
4689,1.13,61.2,59,6.68,6.65,4.08,Premium,H,SI1,5,6
4689,1.1,63,57,6.5,6.54,4.11,Very Good,H,SI1,5,6
4689,0.9,61.9,56,6.17,6.23,3.84,Ideal,H,VS1,5,4
4689,1.06,63,56,6.54,6.45,4.09,Premium,E,SI1,2,6
4689,1.13,62.1,58,6.7,6.66,4.15,Premium,H,SI1,5,6
4689,1.13,63.3,56,6.65,6.62,4.2,Very Good,H,SI1,5,6
4690,1.01,62.5,58,6.39,6.41,4,Very Good,F,SI2,3,7
4690,1.01,60.1,60,6.41,6.47,3.87,Very Good,D,SI2,1,7
4690,1.25,61.5,57,7,6.93,4.28,Premium,J,SI2,7,7
4691,1.21,63,57,6.73,6.77,4.25,Very Good,J,VS2,7,5
4691,0.92,61.5,53,6.26,6.3,3.86,Ideal,F,SI2,3,7
4691,1.1,60.1,62,6.69,6.65,4.01,Premium,E,SI2,2,7
4692,1.01,63.3,57,6.33,6.37,4.02,Good,E,SI1,2,6
4692,1.09,59.4,61,6.68,6.73,3.98,Ideal,I,SI1,6,6
4692,1.05,61.9,58,6.5,6.45,4.01,Premium,H,SI1,5,6
4692,1.05,63.1,60,6.49,6.42,4.07,Very Good,H,SI1,5,6
4692,1.05,59.5,58,6.69,6.61,3.96,Premium,H,SI1,5,6
4692,1.11,58.8,59,6.8,6.76,3.99,Premium,G,SI2,4,7
4692,1.05,63.5,57,6.47,6.44,4.1,Very Good,H,SI1,5,6
4692,1.01,63.3,58,6.33,6.27,3.99,Very Good,H,VS2,5,5
4692,0.93,62,56,6.27,6.22,3.87,Premium,D,SI2,1,7
4693,1.27,62.6,57,6.85,6.88,4.3,Ideal,J,SI2,7,7
4693,0.9,59.6,62,6.19,6.22,3.7,Very Good,D,SI1,1,6
4693,0.9,62.4,61,6.13,6.17,3.84,Very Good,D,SI1,1,6
